product_id,order_month,monthly_units,monthly_revenue,avg_unit_price,avg_discount,gross_margin,category,supplier_id,margin_rate,lag_1_units,rolling_3mo_units,forecast_ready_flag
P0007,2024-02,5,73.35,14.67,0.113,-729.65,Safety,S003,-8.71,,5.0,0
P0007,2024-03,10,136.6,13.66,0.174,-1469.4,Safety,S003,-8.71,5.0,7.5,1
P0007,2024-05,11,161.04,14.64,0.115,-1605.56,Safety,S003,-8.71,10.0,8.666666666666666,1
P0007,2024-07,10,147.4,14.74,0.109,-1458.6,Safety,S003,-8.71,11.0,10.333333333333334,1
P0007,2024-09,22,321.66,14.666666666666666,0.11333333333333333,-3211.54,Safety,S003,-8.71,10.0,14.333333333333334,1
P0007,2024-11,21,322.87,15.57,0.058499999999999996,-3049.73,Safety,S003,-8.71,22.0,17.666666666666668,1
P0007,2024-12,21,338.59,16.005,0.0325,-3034.0099999999998,Safety,S003,-8.71,21.0,21.333333333333332,1
P0007,2025-01,20,306.71,15.415,0.068,-2905.29,Safety,S003,-8.71,21.0,20.666666666666668,1
P0008,2024-01,17,1034.99,61.04,0.047,-481.75,Safety,S012,-0.393,,17.0,0
P0008,2024-02,9,517.68,57.52,0.102,-285.3,Safety,S012,-0.393,17.0,13.0,1
P0008,2024-03,21,1309.83,62.51,0.024,-563.79,Safety,S012,-0.393,9.0,15.666666666666666,1
P0008,2024-04,10,570.7,57.07,0.109,-321.5,Safety,S012,-0.393,21.0,13.333333333333334,1
P0008,2024-05,21,1143.08,54.63333333333333,0.147,-730.54,Safety,S012,-0.393,10.0,17.333333333333332,1
P0008,2024-06,7,444.78,63.54,0.008,-179.76,Safety,S012,-0.393,21.0,12.666666666666666,1
P0008,2024-08,23,1409.55,61.36,0.042,-642.51,Safety,S012,-0.393,7.0,17.0,1
P0008,2024-09,8,501.12,62.64,0.022,-212.64,Safety,S012,-0.393,23.0,12.666666666666666,1
P0008,2024-10,30,1734.83,58.52,0.08633333333333333,-941.77,Safety,S012,-0.393,8.0,20.333333333333332,1
P0008,2025-01,21,1184.37,56.01,0.1255,-689.25,Safety,S012,-0.393,30.0,19.666666666666668,1
P0008,2025-02,21,1240.3400000000001,58.60333333333333,0.085,-633.28,Safety,S012,-0.393,21.0,24.0,1
P0009,2024-01,12,1794.48,149.54,0.18,1451.64,Safety,S016,0.843,,12.0,0
P0009,2024-02,31,5010.38,160.11333333333334,0.122,4124.71,Safety,S016,0.843,12.0,21.5,1
P0009,2024-06,19,3304.38,173.79,0.047,2761.55,Safety,S016,0.843,31.0,20.666666666666668,1
P0009,2024-07,9,1567.35,174.15,0.045,1310.22,Safety,S016,0.843,19.0,19.666666666666668,1
P0009,2024-08,18,2828.8,156.74,0.1405,2314.54,Safety,S016,0.843,9.0,15.333333333333334,1
P0009,2024-09,10,1641.2,164.12,0.1,1355.5,Safety,S016,0.843,18.0,12.333333333333334,1
P0009,2024-10,33,5395.88,162.97,0.10633333333333334,4453.07,Safety,S016,0.843,10.0,20.333333333333332,1
P0009,2024-12,29,4678.23,161.08333333333334,0.11666666666666668,3849.7,Safety,S016,0.843,33.0,24.0,1
P0009,2025-01,8,1242.96,155.37,0.148,1014.4,Safety,S016,0.843,29.0,23.333333333333332,1
P0009,2025-02,7,1231.86,175.98,0.035,1031.87,Safety,S016,0.843,8.0,14.666666666666666,1
P0010,2024-03,18,3588.4300000000003,198.905,0.12,1236.19,Electrical,S019,0.422,,18.0,0
P0010,2024-05,13,2468.31,189.87,0.16,769.47,Electrical,S019,0.422,18.0,15.5,1
P0010,2024-07,22,4378.4400000000005,199.01999999999998,0.1195,1503.48,Electrical,S019,0.422,13.0,17.666666666666668,1
P0010,2024-09,9,1737.27,193.03,0.146,561.15,Electrical,S019,0.422,22.0,14.666666666666666,1
P0010,2024-10,31,6549.39,210.96,0.06666666666666667,2498.31,Electrical,S019,0.422,9.0,20.666666666666668,1
P0010,2024-11,28,5528.43,195.96666666666667,0.133,1869.39,Electrical,S019,0.422,31.0,22.666666666666668,1
P0010,2024-12,16,3476.1800000000003,218.01,0.0355,1385.3,Electrical,S019,0.422,28.0,25.0,1
P0010,2025-01,21,4467.4400000000005,212.24,0.061,1723.1599999999999,Electrical,S019,0.422,16.0,21.666666666666668,1
P0010,2025-02,10,2084.0,208.4,0.078,777.2,Electrical,S019,0.422,21.0,15.666666666666666,1
P0011,2024-01,14,2857.6800000000003,204.12,0.045500000000000006,913.6400000000001,Fasteners,S005,0.351,,14.0,0
P0011,2024-03,8,1666.32,208.29,0.026,555.44,Fasteners,S005,0.351,14.0,11.0,1
P0011,2024-04,11,2298.23,208.93,0.023,770.77,Fasteners,S005,0.351,8.0,11.0,1
P0011,2024-05,44,8514.880000000001,191.60999999999999,0.10400000000000001,2405.04,Fasteners,S005,0.351,11.0,21.0,1
P0011,2024-06,16,3157.76,194.5,0.0905,936.0,Fasteners,S005,0.351,44.0,23.666666666666668,1
P0011,2024-07,25,4840.27,193.32,0.096,1368.77,Fasteners,S005,0.351,16.0,28.333333333333332,1
P0011,2024-09,36,6829.530000000001,191.04,0.10666666666666667,1830.5700000000002,Fasteners,S005,0.351,25.0,25.666666666666668,1
P0011,2024-10,19,3933.19,207.01,0.032,1294.85,Fasteners,S005,0.351,36.0,26.666666666666668,1
P0011,2025-01,20,3687.68,185.945,0.1305,910.48,Fasteners,S005,0.351,19.0,25.0,1
P0011,2025-02,13,2561.07,198.025,0.07400000000000001,755.89,Fasteners,S005,0.351,20.0,17.333333333333332,1
P0012,2024-01,31,2427.78,79.31333333333333,0.048999999999999995,-812.96,Safety,S014,-0.253,,31.0,0
P0012,2024-02,14,1073.8400000000001,76.31,0.08499999999999999,-389.72,Safety,S014,-0.253,31.0,22.5,1
P0012,2024-03,10,763.9,76.39,0.084,-281.5,Safety,S014,-0.253,14.0,18.333333333333332,1
P0012,2024-05,30,2385.2,78.81333333333333,0.055,-751.0,Safety,S014,-0.253,10.0,18.0,1
P0012,2024-07,27,2174.44,80.42666666666666,0.035666666666666666,-648.14,Safety,S014,-0.253,30.0,22.333333333333332,1
P0012,2024-08,9,683.01,75.89,0.09,-257.85,Safety,S014,-0.253,27.0,22.0,1
P0012,2024-09,5,374.05,74.81,0.103,-148.65,Safety,S014,-0.253,9.0,13.666666666666666,1
P0012,2024-10,14,1064.84,76.06,0.088,-398.72,Safety,S014,-0.253,5.0,9.333333333333334,1
P0012,2025-01,8,601.12,75.14,0.099,-235.2,Safety,S014,-0.253,14.0,9.0,1
P0012,2025-02,23,1656.44,71.92,0.1376666666666667,-747.98,Safety,S014,-0.253,8.0,15.0,1
P0013,2024-01,33,7125.549999999999,216.57333333333335,0.06733333333333334,2485.42,Maintenance,S005,0.394,,33.0,0
P0013,2024-03,21,4388.9400000000005,208.87,0.1005,1436.13,Maintenance,S005,0.394,33.0,27.0,1
P0013,2024-04,9,2064.78,229.42,0.012,799.29,Maintenance,S005,0.394,21.0,21.0,1
P0013,2024-05,44,9083.6,208.06,0.10400000000000001,2896.7599999999998,Maintenance,S005,0.394,9.0,24.666666666666668,1
P0013,2024-06,25,5654.35,226.48333333333335,0.02466666666666667,2139.1,Maintenance,S005,0.394,44.0,26.0,1
P0013,2024-07,18,3589.06,200.63,0.136,1058.08,Maintenance,S005,0.394,25.0,29.0,1
P0013,2024-08,12,2502.24,208.52,0.102,814.92,Maintenance,S005,0.394,18.0,18.333333333333332,1
P0013,2024-09,14,2921.1800000000003,209.8,0.0965,952.6400000000001,Maintenance,S005,0.394,12.0,14.666666666666666,1
P0013,2024-10,57,11892.630000000001,208.91166666666666,0.10033333333333333,3877.86,Maintenance,S005,0.394,14.0,27.666666666666668,1
P0013,2024-11,6,1387.68,231.28,0.004,544.02,Maintenance,S005,0.394,57.0,25.666666666666668,1
P0013,2024-12,16,3297.86,207.015,0.1085,1048.1,Maintenance,S005,0.394,6.0,26.333333333333332,1
P0014,2024-01,15,1236.96,82.595,0.0545,-156.99,Electrical,S015,-0.064,,15.0,0
P0014,2024-02,18,1431.48,80.59,0.0775,-241.26000000000002,Electrical,S015,-0.064,15.0,16.5,1
P0014,2024-03,10,722.5,72.25,0.173,-206.8,Electrical,S015,-0.064,18.0,14.333333333333334,1
P0014,2024-05,8,694.72,86.84,0.006,-48.72,Electrical,S015,-0.064,10.0,12.0,1
P0014,2024-07,16,1224.08,78.1,0.106,-262.8,Electrical,S015,-0.064,8.0,11.333333333333334,1
P0014,2024-11,8,635.28,79.41,0.091,-108.16,Electrical,S015,-0.064,16.0,10.666666666666666,1
P0014,2024-12,11,796.62,72.42,0.171,-225.61,Electrical,S015,-0.064,8.0,11.666666666666666,1
P0014,2025-01,22,1782.69,80.285,0.081,-261.77,Electrical,S015,-0.064,11.0,13.666666666666666,1
P0014,2025-02,20,1588.4299999999998,79.675,0.088,-270.17,Electrical,S015,-0.064,22.0,17.666666666666668,1
P0015,2024-01,16,1720.1599999999999,107.50999999999999,0.059000000000000004,153.6,Tools,S017,0.143,,16.0,0
P0015,2024-02,11,1210.22,110.02,0.037,133.21,Tools,S017,0.143,16.0,13.5,1
P0015,2024-04,10,957.4,95.74,0.162,-21.7,Tools,S017,0.143,11.0,12.333333333333334,1
P0015,2024-05,19,1955.96,103.225,0.0965,95.67,Tools,S017,0.143,10.0,13.333333333333334,1
P0015,2024-06,8,881.12,110.14,0.036,97.84,Tools,S017,0.143,19.0,12.333333333333334,1
P0015,2024-07,28,2851.38,101.68,0.10999999999999999,109.9,Tools,S017,0.143,8.0,18.333333333333332,1
P0015,2024-08,8,813.44,101.68,0.11,30.16,Tools,S017,0.143,28.0,14.666666666666666,1
P0015,2024-09,24,2391.29,99.285,0.131,41.449999999999996,Tools,S017,0.143,8.0,20.0,1
P0015,2024-10,9,896.67,99.63,0.128,15.48,Tools,S017,0.143,24.0,13.666666666666666,1
P0015,2024-11,33,3641.6499999999996,110.25,0.034999999999999996,410.62,Tools,S017,0.143,9.0,22.0,1
P0015,2024-12,18,1914.0500000000002,105.07333333333334,0.08033333333333333,151.67000000000002,Tools,S017,0.143,33.0,20.0,1
P0015,2025-01,9,913.05,101.45,0.112,31.86,Tools,S017,0.143,18.0,20.0,1
P0015,2025-02,12,1142.04,95.17,0.167,-32.88,Tools,S017,0.143,9.0,13.0,1
P0016,2024-01,19,4348.09,227.755,0.0615,2798.83,Fasteners,S014,0.664,,19.0,0
P0016,2024-02,37,7757.27,211.6775,0.12775,4740.29,Fasteners,S014,0.664,19.0,28.0,1
P0016,2024-03,10,2349.1,234.91,0.032,1533.7,Fasteners,S014,0.664,37.0,22.0,1
P0016,2024-04,8,1900.64,237.58,0.021,1248.32,Fasteners,S014,0.664,10.0,18.333333333333332,1
P0016,2024-06,14,3160.6400000000003,226.54000000000002,0.0665,2019.08,Fasteners,S014,0.664,8.0,10.666666666666666,1
P0016,2024-08,14,3344.12,238.675,0.0165,2202.56,Fasteners,S014,0.664,14.0,12.0,1
P0016,2024-09,15,3248.5200000000004,219.505,0.0955,2025.42,Fasteners,S014,0.664,14.0,14.333333333333334,1
P0016,2024-10,30,6606.280000000001,221.40666666666667,0.08766666666666667,4160.08,Fasteners,S014,0.664,15.0,19.666666666666668,1
P0016,2024-12,27,6017.31,222.86333333333334,0.08166666666666667,3815.73,Fasteners,S014,0.664,30.0,24.0,1
P0016,2025-01,10,2329.7,232.97,0.04,1514.3,Fasteners,S014,0.664,27.0,22.333333333333332,1
P0016,2025-02,9,1919.88,213.32,0.121,1186.02,Fasteners,S014,0.664,10.0,15.333333333333334,1
P0017,2024-02,21,4300.47,204.825,0.039,4040.7,Maintenance,S020,0.942,,21.0,0
P0017,2024-03,7,1233.89,176.27,0.173,1147.3,Maintenance,S020,0.942,21.0,14.0,1
P0017,2024-04,32,6114.08,191.54,0.10133333333333334,5718.24,Maintenance,S020,0.942,7.0,20.0,1
P0017,2024-05,7,1341.27,191.61,0.101,1254.68,Maintenance,S020,0.942,32.0,15.333333333333334,1
P0017,2024-06,14,2739.24,195.66,0.082,2566.06,Maintenance,S020,0.942,7.0,17.666666666666668,1
P0017,2024-07,20,3821.58,194.17,0.08900000000000001,3574.18,Maintenance,S020,0.942,14.0,13.666666666666666,1
P0017,2024-08,12,2445.12,196.3,0.079,2296.6800000000003,Maintenance,S020,0.942,20.0,15.333333333333334,1
P0017,2024-09,28,5225.11,187.42,0.12066666666666666,4878.75,Maintenance,S020,0.942,12.0,20.0,1
P0017,2024-10,8,1427.2,178.4,0.163,1328.24,Maintenance,S020,0.942,28.0,16.0,1
P0017,2025-01,26,4855.84,187.46,0.1205,4534.22,Maintenance,S020,0.942,8.0,20.666666666666668,1
P0017,2025-02,23,4249.1900000000005,186.0725,0.127,3964.68,Maintenance,S020,0.942,26.0,19.0,1
P0018,2024-01,9,2411.82,267.98,0.022,2172.78,Maintenance,S005,0.903,,9.0,0
P0018,2024-02,17,4145.219999999999,242.91,0.11349999999999999,3693.7,Maintenance,S005,0.903,9.0,13.0,1
P0018,2024-03,14,3149.44,224.96,0.179,2777.6,Maintenance,S005,0.903,17.0,13.333333333333334,1
P0018,2024-04,11,2540.89,230.99,0.157,2248.73,Maintenance,S005,0.903,14.0,14.0,1
P0018,2024-05,13,3465.93,266.61,0.027,3120.65,Maintenance,S005,0.903,11.0,12.666666666666666,1
P0018,2024-06,20,4991.91,249.075,0.091,4460.71,Maintenance,S005,0.903,13.0,14.666666666666666,1
P0018,2024-07,6,1474.74,245.79,0.103,1315.38,Maintenance,S005,0.903,20.0,13.0,1
P0018,2024-10,13,3210.04,248.665,0.0925,2864.76,Maintenance,S005,0.903,6.0,13.0,1
P0018,2024-11,8,1996.96,249.62,0.089,1784.48,Maintenance,S005,0.903,13.0,9.0,1
P0018,2024-12,32,8139.960000000001,253.1833333333333,0.076,7290.04,Maintenance,S005,0.903,8.0,17.666666666666668,1
P0018,2025-01,16,3838.3199999999997,239.89499999999998,0.1245,3413.3599999999997,Maintenance,S005,0.903,32.0,18.666666666666668,1
P0018,2025-02,36,8545.779999999999,237.20000000000002,0.13433333333333333,7589.62,Maintenance,S005,0.903,16.0,28.0,1
P0019,2024-03,18,3565.5600000000004,196.925,0.08650000000000001,3324.1800000000003,Tools,S012,0.938,,18.0,0
P0019,2024-04,10,2069.21,208.77499999999998,0.0315,1935.11,Tools,S012,0.938,18.0,14.0,1
P0019,2024-06,6,1241.7,206.95,0.04,1161.24,Tools,S012,0.938,10.0,11.333333333333334,1
P0019,2024-07,14,2821.38,203.175,0.0575,2633.64,Tools,S012,0.938,6.0,10.0,1
P0019,2024-08,11,2316.71,210.61,0.023,2169.2,Tools,S012,0.938,14.0,10.333333333333334,1
P0019,2024-09,7,1507.45,215.35,0.001,1413.58,Tools,S012,0.938,11.0,10.666666666666666,1
P0019,2024-10,28,5225.38,186.97,0.13266666666666665,4849.9,Tools,S012,0.938,7.0,15.333333333333334,1
P0019,2024-11,25,4973.3,200.91500000000002,0.068,4638.05,Tools,S012,0.938,28.0,20.0,1
P0019,2024-12,7,1456.21,208.03,0.035,1362.34,Tools,S012,0.938,25.0,20.0,1
P0019,2025-01,20,3857.83,195.09,0.09499999999999999,3589.63,Tools,S012,0.938,7.0,17.333333333333332,1
P0019,2025-02,11,2124.65,193.15,0.104,1977.14,Tools,S012,0.938,20.0,12.666666666666666,1
P0020,2024-01,36,6248.79,176.34,0.06366666666666666,2020.23,Fasteners,S016,0.376,,36.0,0
P0020,2024-03,34,6005.62,178.85,0.050333333333333334,2011.98,Fasteners,S016,0.376,36.0,35.0,1
P0020,2024-04,32,5396.02,168.43,0.10566666666666667,1637.3,Fasteners,S016,0.376,34.0,34.0,1
P0020,2024-06,8,1322.8,165.35,0.122,383.12,Fasteners,S016,0.376,32.0,24.666666666666668,1
P0020,2024-09,29,4926.21,169.75,0.09866666666666667,1519.87,Fasteners,S016,0.376,8.0,23.0,1
P0020,2024-11,21,3507.4700000000003,166.95499999999998,0.11349999999999999,1040.81,Fasteners,S016,0.376,29.0,19.333333333333332,1
P0020,2024-12,44,7257.46,163.47,0.132,2089.22,Fasteners,S016,0.376,21.0,31.333333333333332,1
P0020,2025-01,9,1583.1,175.9,0.066,525.96,Fasteners,S016,0.376,44.0,24.666666666666668,1
P0020,2025-02,23,4146.45,181.55,0.036000000000000004,1444.87,Fasteners,S016,0.376,9.0,25.333333333333332,1
P0021,2024-03,27,1069.78,40.086666666666666,0.08,-606.11,Electrical,S016,-0.425,,27.0,0
P0021,2024-04,18,691.74,38.43,0.118,-425.52,Electrical,S016,-0.425,27.0,22.5,1
P0021,2024-05,10,367.3,36.73,0.157,-253.4,Electrical,S016,-0.425,18.0,18.333333333333332,1
P0021,2024-06,17,666.3199999999999,39.385,0.096,-388.87,Electrical,S016,-0.425,10.0,15.0,1
P0021,2024-07,11,477.4,43.4,0.004,-205.37,Electrical,S016,-0.425,17.0,12.666666666666666,1
P0021,2024-08,29,1093.9,38.22666666666667,0.12266666666666666,-706.13,Electrical,S016,-0.425,11.0,19.0,1
P0021,2024-09,17,701.38,41.285,0.052500000000000005,-353.81,Electrical,S016,-0.425,29.0,19.0,1
P0021,2024-10,11,422.29,38.39,0.119,-260.48,Electrical,S016,-0.425,17.0,19.0,1
P0021,2024-11,7,267.19,38.17,0.124,-167.3,Electrical,S016,-0.425,11.0,11.666666666666666,1
P0021,2024-12,8,326.96,40.87,0.062,-169.6,Electrical,S016,-0.425,7.0,8.666666666666666,1
P0021,2025-01,32,1324.24,41.11666666666667,0.056333333333333326,-662.0,Electrical,S016,-0.425,8.0,15.666666666666666,1
P0022,2024-01,6,686.64,114.44,0.1,113.82,Industrial Supplies,S007,0.249,,6.0,0
P0022,2024-02,25,3065.14,121.72666666666667,0.042666666666666665,678.39,Industrial Supplies,S007,0.249,6.0,15.5,1
P0022,2024-03,48,5612.9400000000005,115.832,0.089,1030.38,Industrial Supplies,S007,0.249,25.0,26.333333333333332,1
P0022,2024-04,70,8292.7,117.74000000000001,0.074,1609.8,Industrial Supplies,S007,0.249,48.0,47.666666666666664,1
P0022,2024-05,9,1123.74,124.86,0.018,264.51,Industrial Supplies,S007,0.249,70.0,42.333333333333336,1
P0022,2024-06,12,1322.88,110.24,0.133,177.24,Industrial Supplies,S007,0.249,9.0,30.333333333333332,1
P0022,2024-07,25,3017.9700000000003,120.345,0.0535,631.22,Industrial Supplies,S007,0.249,12.0,15.333333333333334,1
P0022,2024-09,18,2037.6799999999998,113.035,0.111,319.22,Industrial Supplies,S007,0.249,25.0,18.333333333333332,1
P0022,2024-10,12,1306.08,108.84,0.144,160.44,Industrial Supplies,S007,0.249,18.0,18.333333333333332,1
P0022,2024-11,1,111.13,111.13,0.126,15.66,Industrial Supplies,S007,0.249,12.0,10.333333333333334,1
P0022,2024-12,19,2280.53,118.12,0.07100000000000001,466.6,Industrial Supplies,S007,0.249,1.0,10.666666666666666,1
P0022,2025-01,30,3512.3900000000003,115.66333333333334,0.09033333333333333,648.29,Industrial Supplies,S007,0.249,19.0,16.666666666666668,1
P0023,2024-04,9,751.68,83.52,0.129,-725.22,Fasteners,S004,-0.711,,9.0,0
P0023,2024-06,11,929.28,84.48,0.119,-875.82,Fasteners,S004,-0.711,9.0,10.0,1
P0023,2024-07,22,1897.06,85.82000000000001,0.105,-1713.14,Fasteners,S004,-0.711,11.0,14.0,1
P0023,2024-08,8,643.6,80.45,0.161,-669.2,Fasteners,S004,-0.711,22.0,13.666666666666666,1
P0023,2024-09,6,482.16,80.36,0.162,-502.44,Fasteners,S004,-0.711,8.0,12.0,1
P0023,2024-11,23,2066.0299999999997,90.13666666666667,0.06,-1708.27,Fasteners,S004,-0.711,6.0,12.333333333333334,1
P0023,2024-12,14,1292.76,92.34,0.037,-1004.64,Fasteners,S004,-0.711,23.0,14.333333333333334,1
P0023,2025-01,41,3712.85,89.964,0.0618,-3015.25,Fasteners,S004,-0.711,14.0,26.0,1
P0023,2025-02,10,918.6,91.86,0.042,-722.4,Fasteners,S004,-0.711,41.0,21.666666666666668,1
P0024,2024-01,24,1821.3600000000001,76.45500000000001,0.14500000000000002,600.24,Tools,S001,0.431,,24.0,0
P0024,2024-02,10,815.5,81.55,0.088,306.7,Tools,S001,0.431,24.0,17.0,1
